Company Name,Rating,Reviews,Domain,Location,Bad Review,Review Count,Salary Count,Interview Count,Job Count,Benefit Count,Photo Count
Detroit Engineered Products,3.3,120,Software Product,Chennai +7 other locations,"Company Culture, Promotions, Salary",120,931,13,26,11,1
AL JABER GROUP,3.2,120,Engineering & Construction,Abu Dhabi +13 other locations,"Company Culture, Promotions, Skill Development",120,250,7,--,18,--
MAHLE Engineering,3.9,120,,,"Work Life Balance, Company Culture, Job Security",120,695,13,--,10,--
Hipad Technology India,4.0,119,Electronics Manufacturing,Noida +3 other locations,Skill Development,119,393,3,--,20,--
Woxsen University,3.2,119,,,"Job Security, Company Culture, Work Satisfaction",119,366,23,--,1,1
Eben Telecom,3.9,119,Telecom,Kochi +7 other locations,"Salary, Job Security",119,311,12,--,3,--
Smpp,3.6,119,Defence & Aerospace,New Delhi +6 other locations,"Company Culture, Work Life Balance, Work Satisfaction",119,244,6,--,2,--
IBN Technologies,3.5,119,Financial Services,Pune +4 other locations,"Promotions, Company Culture, Salary",119,596,10,34,6,--
Anna University,4.0,119,Education & Training,Chennai +15 other locations,Work Life Balance,119,665,12,--,12,--
Kanan International,2.6,119,Internet,Vadodara +13 other locations,"Promotions, Company Culture, Job Security",119,566,8,--,3,--
Edukyu,3.8,119,EdTech,Noida +4 other locations,"Work Life Balance, Skill Development",119,230,19,3,9,--
Ministry of Rural Development India,3.7,119,Government,New Delhi +60 other locations,"Promotions, Job Security, Salary",119,523,6,4,12,--
Shri Venkateshwara University,3.8,119,Education & Training,New Delhi +19 other locations,"Promotions, Company Culture",119,468,7,25,7,--
Mani Group,3.5,119,Real Estate,Kolkata +6 other locations,"Promotions, Company Culture, Work Satisfaction",119,357,6,--,6,--
Twin Health,2.9,119,Healthcare,Bengaluru +8 other locations,"Job Security, Company Culture, Promotions",119,555,10,3,12,--
National Public School,3.5,121,Education & Training,Bengaluru +15 other locations,"Work Satisfaction, Company Culture, Work Life Balance",121,609,7,15,5,--
CliniSys Group,3.2,119,IT Services & Consulting,Bengaluru +4 other locations,"Promotions, Work Satisfaction, Skill Development",119,718,10,43,10,--
Netxcell,3.2,119,Telecom,Hyderabad +11 other locations,"Job Security, Promotions, Company Culture",119,648,7,4,11,9
Sentini,3.5,119,,,"Company Culture, Promotions, Skill Development",119,493,4,6,6,--
Affordplan,2.9,119,FinTech,Gurugram +16 other locations,"Work Satisfaction, Job Security, Work Life Balance",119,479,13,--,10,1
Prabhudas Lilladher,3.4,119,Financial Services,Mumbai +16 other locations,"Company Culture, Promotions, Work Satisfaction",119,794,7,2,8,--
Saarloha Advanced Materials,3.3,119,Iron & Steel,Pune +5 other locations,"Promotions, Company Culture, Work Satisfaction",119,584,7,1,6,--
Nissan Digital,3.5,119,IT Services & Consulting,Thiruvananthapuram +3 other locations,Work Life Balance,119,758,9,--,6,1
SAIL Bokaro Steel Plant,4.0,119,Iron & Steel,Bokaro +12 other locations,"Company Culture, Work Satisfaction, Skill Development",119,395,18,--,6,--
inTarvo Technologies,4.4,119,BPO,Noida +16 other locations,"Skill Development, Company Culture, Work Life Balance",119,352,1,--,16,--
Arki Techno Consultants,2.7,120,Engineering & Construction,Bhubaneswar +23 other locations,"Promotions, Salary, Company Culture",120,332,4,--,5,--
Finolex Plasson Industries,3.9,119,Industrial Machinery,Pune +47 other locations,Work Life Balance,119,390,4,--,6,--
SEPC Limited,4.2,119,Oil & Gas,Chennai +21 other locations,"Work Life Balance, Company Culture, Work Satisfaction",119,432,5,--,17,--
Alchemist Hospital,4.3,119,Healthcare,Chandigarh +10 other locations,"Work Life Balance, Company Culture, Job Security",119,408,2,7,20,--
Kale Logistics Solutions,3.1,119,Software Product,Mumbai +10 other locations,"Promotions, Work Satisfaction, Company Culture",119,795,16,22,9,8
GlobalHunt,3.8,119,Recruitment,New Delhi +12 other locations,Skill Development,119,699,16,7,21,--
CoreEL Technologies,3.8,119,Electronics Manufacturing,Bengaluru +6 other locations,Job Security,119,875,7,14,16,--
Shri Venkateshwara University,3.8,119,Education & Training,New Delhi +19 other locations,"Promotions, Company Culture",119,468,7,25,7,--
National Public School,3.5,121,Education & Training,Bengaluru +15 other locations,"Work Satisfaction, Company Culture, Work Life Balance",121,609,7,15,5,--
Josh Software,3.0,119,IT Services & Consulting,Pune +2 other locations,"Job Security, Promotions, Salary",119,1k,21,--,7,--
DentalKart,3.0,119,Internet,New Delhi +10 other locations,"Promotions, Company Culture, Job Security",119,526,9,11,3,4
Advance Decorative Laminates Private Limited,4.3,119,Building Material,Hapur +35 other locations,"Work Life Balance, Salary, Company Culture",119,388,7,3,4,--
KLC CONSTRUCTION,3.8,119,Engineering & Construction,Hyderabad +7 other locations,"Job Security, Promotions, Company Culture",119,481,9,--,7,--
Kun Hyundai,3.9,119,Automobile,Chennai +10 other locations,"Skill Development, Work Life Balance, Job Security",119,594,6,--,6,1
Affordable Robotic and Automation,2.8,119,IT Services & Consulting,Pune +6 other locations,"Promotions, Salary, Company Culture",119,613,4,2,8,--
Gram Panchayat,4.2,119,Government,Pune +52 other locations,"Skill Development, Work Life Balance, Work Satisfaction",119,343,3,--,3,--
Twin Health,2.9,119,Healthcare,Bengaluru +8 other locations,"Job Security, Company Culture, Promotions",119,555,10,3,12,--
Netxcell,3.2,119,Telecom,Hyderabad +11 other locations,"Job Security, Promotions, Company Culture",119,648,7,4,11,9
Acme Services,4.3,119,Recruitment,Mumbai +7 other locations,"Company Culture, Skill Development, Promotions",119,283,33,--,1,10
CliniSys Group,3.2,119,IT Services & Consulting,Bengaluru +4 other locations,"Promotions, Work Satisfaction, Skill Development",119,718,10,43,10,--
Anko,4.5,119,Retail,Bengaluru +3 other locations,"Work Life Balance, Company Culture, Work Satisfaction",119,922,16,12,20,5
Derewala Jewellery Industries,3.4,119,Jewellery,Jaipur +2 other locations,"Promotions, Company Culture, Work Satisfaction",119,558,9,3,5,--
IBCC Industries,4.0,119,,,"Salary, Work Satisfaction, Job Security",119,415,12,--,5,2
Artson Engineering,4.0,119,Engineering & Construction,Hyderabad +22 other locations,"Job Security, Company Culture, Work Life Balance",119,548,13,7,16,--
Ramkrishna Care Hospital,3.6,119,Healthcare,Raipur +11 other locations,"Promotions, Salary, Work Satisfaction",119,374,5,--,6,1
Saarloha Advanced Materials,3.3,119,Iron & Steel,Pune +5 other locations,"Promotions, Company Culture, Work Satisfaction",119,584,7,1,6,--
Prabhudas Lilladher,3.4,119,Financial Services,Mumbai +16 other locations,"Company Culture, Promotions, Work Satisfaction",119,794,7,2,8,--
Affordplan,2.9,119,FinTech,Gurugram +16 other locations,"Work Satisfaction, Job Security, Work Life Balance",119,479,13,--,10,1
Sentini,3.5,119,,,"Company Culture, Promotions, Skill Development",119,493,4,6,6,--
bluCognition,3.1,119,IT Services & Consulting,Pune +1 other locations,"Job Security, Promotions, Work Satisfaction",119,557,10,8,7,--
Drip Capital,3.5,119,FinTech,Mumbai +4 other locations,"Job Security, Promotions, Salary",119,558,11,10,41,--
Travclan Technology India,3.5,119,Travel & Tourism,New Delhi +3 other locations,"Work Life Balance, Work Satisfaction, Job Security",119,555,61,34,1,--
Brahmaputra Cracker and Polymer,4.2,119,,,"Work Life Balance, Job Security, Salary",119,677,4,--,7,--
Ingenuity Gaming,2.8,119,Food Processing,Noida +6 other locations,"Promotions, Skill Development, Job Security",119,882,17,2,9,--
Manipal Global Education Services,3.6,119,Education & Training,Bengaluru +11 other locations,Work Life Balance,119,888,3,--,14,--
Nagravision,3.7,119,IT Services & Consulting,Bengaluru +4 other locations,Work Life Balance,119,816,18,--,12,--
Accentuate IT Solutions,4.0,119,IT Services & Consulting,Bengaluru +15 other locations,"Work Life Balance, Company Culture, Skill Development",119,1.1k,32,--,2,--
SAIL Bokaro Steel Plant,4.0,119,Iron & Steel,Bokaro +12 other locations,"Company Culture, Work Satisfaction, Skill Development",119,395,18,--,6,--
MSP Group,3.8,119,,,"Promotions, Salary",119,433,9,--,8,--
Geekyants Software,3.3,120,IT Services & Consulting,Bengaluru +4 other locations,"Job Security, Promotions, Company Culture",120,1.1k,31,28,13,3
Nissan Digital,3.5,119,IT Services & Consulting,Thiruvananthapuram +3 other locations,Work Life Balance,119,758,9,--,6,1
Pride Technologies,3.3,120,Recruitment,Chennai +6 other locations,"Promotions, Work Satisfaction, Job Security",120,1k,4,--,7,--
Nagravision,3.7,119,IT Services & Consulting,Bengaluru +4 other locations,Work Life Balance,119,816,18,--,12,--
Manipal Global Education Services,3.6,119,Education & Training,Bengaluru +11 other locations,Work Life Balance,119,888,3,--,14,--
Stratogent Technology Services,3.1,119,IT Services & Consulting,Bengaluru +2 other locations,"Company Culture, Promotions, Work Satisfaction",119,740,10,7,6,--
PNG Jewellers,4.5,119,Jewellery,Pune +24 other locations,"Company Culture, Job Security, Work Life Balance",119,411,13,7,5,--
Marc Enterprises,3.5,120,Electronics Manufacturing,New Delhi +10 other locations,"Promotions, Work Satisfaction, Job Security",120,476,6,--,4,1
Ksk Energy Ventures,4.5,119,Oil & Gas,Hyderabad +16 other locations,"Work Life Balance, Work Satisfaction, Skill Development",119,395,5,2,18,--
Entra Solutions,3.4,119,Financial Services,Gurugram +5 other locations,"Promotions, Company Culture, Skill Development",119,520,11,--,17,--
CliniSys Group,3.2,119,IT Services & Consulting,Bengaluru +4 other locations,"Promotions, Work Satisfaction, Skill Development",119,718,10,43,10,--
FNZ,3.2,119,FinTech,Gurugram +8 other locations,"Promotions, Company Culture, Work Satisfaction",119,1.1k,56,56,2,2
Raj Process Equipments And System,3.8,119,Industrial Machinery,Pune +9 other locations,"Salary, Promotions",119,399,15,29,1,13
Dexian DISYS,3.3,120,IT Services & Consulting,Chennai +9 other locations,"Job Security, Promotions, Work Satisfaction",120,713,16,16,1,--
Bharat Intern,3.9,118,,,"Salary, Promotions, Job Security",118,69,11,--,--,1
Patanjali Parivahan,3.7,118,Logistics,Haridwar +29 other locations,"Promotions, Salary, Company Culture",118,462,9,--,3,--
Accuster Technologies,2.1,118,Healthcare,New Delhi +6 other locations,"Salary, Company Culture, Work Satisfaction",118,353,12,6,28,--
Haridwar University,4.5,118,Education & Training,Roorkee +3 other locations,"Company Culture, Work Life Balance, Promotions",118,56,14,--,1,4
JMD Group,3.9,118,Real Estate,Gurugram +26 other locations,"Work Life Balance, Salary",118,575,4,--,5,--
Wizertech Informatics,4.2,118,IT Services & Consulting,Kolkata +15 other locations,"Work Life Balance, Job Security, Work Satisfaction",118,504,2,3,9,--
Cybernetik Technologies,4.1,118,Industrial Automation,Pune +7 other locations,"Job Security, Skill Development, Work Satisfaction",118,650,7,--,11,--
Centric Consulting,3.5,118,IT Services & Consulting,Gurugram +2 other locations,"Promotions, Work Satisfaction, Skill Development",118,948,19,2,5,--
HP Global e-Business Operations,4.2,118,BPO,Bengaluru +5 other locations,"Job Security, Company Culture, Work Life Balance",118,520,9,--,19,--
Municipal Corporation of Greater Mumbai,3.6,118,Government,Mumbai +2 other locations,"Promotions, Company Culture, Work Satisfaction",118,488,4,--,14,--
Sjr Prime Corporation,4.0,118,Real Estate,Bengaluru +3 other locations,"Work Life Balance, Company Culture, Work Satisfaction",118,313,14,4,7,--
BAPS Shastriji Maharaj Hospital,4.4,118,Healthcare,Vadodara +2 other locations,"Skill Development, Company Culture, Job Security",118,130,--,--,1,--
Quadlabs Technologies,3.0,118,Software Product,Gurugram +3 other locations,"Work Life Balance, Promotions, Skill Development",118,409,6,7,2,--
Iswarya Fertility Centre,3.2,118,Healthcare,Chennai +26 other locations,"Promotions, Salary, Company Culture",118,480,8,--,2,8
ERGO Technology & Services,3.4,118,IT Services & Consulting,Mumbai +4 other locations,"Job Security, Salary",118,956,16,11,2,38
Hindustan Copper,4.0,118,Metals & Mining,Kolkata +12 other locations,"Work Life Balance, Job Security, Work Satisfaction",118,590,4,--,13,2
Site Engineering,4.2,118,Engineering & Construction,Chennai +41 other locations,"Work Life Balance, Work Satisfaction, Company Culture",118,1k,8,--,9,--
Biyani Technologies,3.9,118,Software Product,Kolhapur +5 other locations,"Work Life Balance, Work Satisfaction, Job Security",118,257,32,4,3,1
Masters Management Consultants,4.0,118,Real Estate,Mumbai +18 other locations,Work Life Balance,118,385,4,--,8,--
Comed Chemicals,3.7,118,Pharma,Vadodara +22 other locations,Work Life Balance,118,471,13,5,6,--
GALAXY OFFICE AUTOMATION,4.1,118,IT Services & Consulting,Mumbai +11 other locations,"Company Culture, Work Satisfaction, Job Security",118,516,12,23,9,--
BramhaCorp,3.5,118,Real Estate,Pune +3 other locations,"Promotions, Job Security, Company Culture",118,611,12,4,8,--
Namaste Credit,3.1,118,FinTech,Bengaluru +10 other locations,"Promotions, Job Security, Salary",118,590,10,--,12,--
Daloopa,3.3,118,Software Product,Noida +3 other locations,"Skill Development, Work Satisfaction, Salary",118,831,25,5,14,42
CNK & Associates,3.3,118,Accounting & Auditing,Mumbai +9 other locations,"Promotions, Salary, Work Satisfaction",118,591,7,--,8,--
Abhyudaya Co-operative Bank,3.9,118,Banking,Mumbai +12 other locations,"Work Life Balance, Job Security",118,480,2,--,8,--
Rij Engineering,4.1,118,Auto Components,Pune +5 other locations,"Work Life Balance, Job Security, Skill Development",118,483,6,1,8,--
Pixis,3.7,118,Internet,Bengaluru +3 other locations,Salary,118,693,14,--,12,--
Wockhardt Biotech Park,3.9,118,Pharma,Chhatrapati Sambhajinagar +3 other locations,"Company Culture, Work Satisfaction, Work Life Balance",118,377,7,--,11,--
Masters Management Consultants,4.0,118,Real Estate,Mumbai +18 other locations,Work Life Balance,118,385,4,--,8,--
Vistaprint,3.6,118,Internet,Mumbai +9 other locations,"Company Culture, Work Life Balance",118,466,11,--,17,--
Nirmaan Organization,3.7,118,Financial Services,Hyderabad +17 other locations,"Promotions, Job Security, Company Culture",118,391,8,18,6,--
Medsource Ozone Biomedicals,3.4,118,Pharma,Faridabad +25 other locations,"Promotions, Salary, Work Life Balance",118,378,8,1,9,--
Mitratech,3.6,118,Software Product,Hyderabad +3 other locations,"Work Life Balance, Company Culture",118,960,13,7,17,2
iB Hubs,4.1,118,IT Services & Consulting,Kurnool +7 other locations,"Skill Development, Promotions, Company Culture",118,218,6,--,74,--
Wockhardt Biotech Park,3.9,118,Pharma,Chhatrapati Sambhajinagar +3 other locations,"Company Culture, Work Satisfaction, Work Life Balance",118,377,7,--,11,--
My Engineering Buddy,4.7,118,Education & Training,Bengaluru +3 other locations,"Work Satisfaction, Skill Development, Company Culture",118,5,9,--,1,--
Bharat Intern,3.9,118,,,"Salary, Promotions, Job Security",118,69,11,--,--,1
Acme Industries,4.0,118,,,"Company Culture, Work Satisfaction, Skill Development",118,292,6,--,4,--
Patanjali Parivahan,3.7,118,Logistics,Haridwar +29 other locations,"Promotions, Salary, Company Culture",118,462,9,--,3,--
Accuster Technologies,2.1,118,Healthcare,New Delhi +6 other locations,"Salary, Company Culture, Work Satisfaction",118,353,12,6,28,--
JMD Group,3.9,118,Real Estate,Gurugram +26 other locations,"Work Life Balance, Salary",118,575,4,--,5,--
Wizertech Informatics,4.2,118,IT Services & Consulting,Kolkata +15 other locations,"Work Life Balance, Job Security, Work Satisfaction",118,504,2,3,9,--
Cybernetik Technologies,4.1,118,Industrial Automation,Pune +7 other locations,"Job Security, Skill Development, Work Satisfaction",118,650,7,--,11,--
Mahabal Group of Industries,3.7,118,Auto Components,Sangli +7 other locations,"Job Security, Skill Development",118,524,2,--,4,--
Morarjee Textiles,4.0,118,Fashion & Textile,Nagpur +5 other locations,"Skill Development, Work Satisfaction, Company Culture",118,409,6,3,10,3
TAM Media Research,3.9,118,Analytics & KPO,Vadodara +12 other locations,"Company Culture, Work Life Balance, Job Security",118,385,4,1,15,--
Govt of Karnataka,3.8,118,Government,Bengaluru +32 other locations,"Work Life Balance, Work Satisfaction",118,565,3,--,12,--
KTM,3.7,118,Automobile,Pune +58 other locations,"Promotions, Job Security, Company Culture",118,369,3,--,5,--
Namaste Credit,3.1,118,FinTech,Bengaluru +10 other locations,"Promotions, Job Security, Salary",118,590,10,--,12,--
Spack Automotives,3.4,118,,,"Promotions, Company Culture, Work Satisfaction",118,489,14,1,7,--
Glance,3.3,118,Internet,Bengaluru +3 other locations,"Promotions, Job Security, Work Satisfaction",118,880,17,20,2,7
Ayushman Hospital & Health Services,3.8,118,Healthcare,New Delhi +14 other locations,"Promotions, Salary",118,517,4,6,4,--
ERGO Technology & Services,3.4,118,IT Services & Consulting,Mumbai +4 other locations,"Job Security, Salary",118,956,16,11,2,38
Rajasthan Antibiotics,3.6,118,Pharma,Bhiwadi +9 other locations,"Promotions, Company Culture, Job Security",118,377,10,--,5,5
Hindustan Copper,4.0,118,Metals & Mining,Kolkata +12 other locations,"Work Life Balance, Job Security, Work Satisfaction",118,590,4,--,13,2
Site Engineering,4.2,118,Engineering & Construction,Chennai +41 other locations,"Work Life Balance, Work Satisfaction, Company Culture",118,1k,8,--,9,--
CNK & Associates,3.3,118,Accounting & Auditing,Mumbai +9 other locations,"Promotions, Salary, Work Satisfaction",118,591,7,--,8,--
uCertify,3.7,118,EdTech,Noida +4 other locations,Promotions,118,372,20,2,8,24
GALAXY OFFICE AUTOMATION,4.1,118,IT Services & Consulting,Mumbai +11 other locations,"Company Culture, Work Satisfaction, Job Security",118,516,12,23,9,--
Reliance Broadcast Network,3.5,118,Broadcasting,Mumbai +33 other locations,"Promotions, Salary, Skill Development",118,652,6,--,5,--
Featherlite,3.3,118,Furniture & Furnishing,Bengaluru +12 other locations,"Promotions, Work Satisfaction, Company Culture",118,739,5,3,10,--
EMPClaims,3.8,119,,,"Salary, Work Life Balance, Skill Development",119,190,35,--,14,--
Mindspace Outsourcing Services,3.8,118,,,"Job Security, Skill Development, Company Culture",118,283,5,7,14,--
U K Paints,3.0,118,Building Material,New Delhi +12 other locations,"Promotions, Work Satisfaction, Salary",118,370,13,--,10,--
Jamkash Vehicleades,3.2,118,Automobile,Jammu +12 other locations,"Promotions, Salary, Company Culture",118,283,4,2,9,1
Br.CAT International,3.8,118,Oil & Gas,Dammam +11 other locations,"Job Security, Salary",118,200,13,--,12,--
TopSource,3.7,118,Other,Pune +2 other locations,Work Life Balance,118,378,10,4,3,2
Zenith Industrial Rubber Products,3.6,118,Petrochemicals,Mumbai +14 other locations,"Promotions, Company Culture, Work Life Balance",118,513,10,2,8,--
Aster Pharmacy,3.5,118,Pharma,Bengaluru +14 other locations,"Promotions, Work Satisfaction",118,446,9,--,3,--
Nova Techset,3.3,118,Printing & Publishing,Chennai +4 other locations,"Promotions, Salary, Work Satisfaction",118,626,8,8,4,--
Creative Info-link,2.6,118,IT Services & Consulting,Pune +24 other locations,"Promotions, Salary, Skill Development",118,328,4,--,7,--
Wealth Clinic,3.0,118,Real Estate,Noida +6 other locations,"Salary, Promotions, Work Life Balance",118,414,12,6,7,--
Quadrafort Technologies,3.5,118,IT Services & Consulting,Noida +6 other locations,Skill Development,118,269,16,1,2,11
Durovalves India,3.3,118,Auto Components,Chhatrapati Sambhajinagar +3 other locations,"Job Security, Company Culture, Promotions",118,372,7,--,11,--
Rhydburg Pharmaceuticals,2.8,118,Pharma,Dehradun +5 other locations,"Promotions, Job Security, Work Satisfaction",118,382,7,4,11,--
Gurit India,4.0,118,Internet,Chennai +9 other locations,"Work Life Balance, Skill Development, Company Culture",118,524,13,--,5,--
Highly Electrical Appliances India,3.4,118,Electrical Equipment,Ahmedabad +6 other locations,"Company Culture, Promotions, Work Satisfaction",118,631,4,10,12,1
Zenith Industrial Rubber Products,3.6,118,Petrochemicals,Mumbai +14 other locations,"Promotions, Company Culture, Work Life Balance",118,513,10,2,8,--
Colorshine Coated,3.8,118,Iron & Steel,Gudur +11 other locations,Salary,118,390,8,9,3,--
U K Paints,3.0,118,Building Material,New Delhi +12 other locations,"Promotions, Work Satisfaction, Salary",118,370,13,--,10,--
Finulent Solutions,4.0,118,Power,Mumbai +7 other locations,"Job Security, Company Culture, Work Life Balance",118,465,29,5,3,17
TopSource,3.7,118,Other,Pune +2 other locations,Work Life Balance,118,378,10,4,3,2
Br.CAT International,3.8,118,Oil & Gas,Dammam +11 other locations,"Job Security, Salary",118,200,13,--,12,--
Jamkash Vehicleades,3.2,118,Automobile,Jammu +12 other locations,"Promotions, Salary, Company Culture",118,283,4,2,9,1
Lansum Properties,3.8,118,Real Estate,Hyderabad +2 other locations,"Work Life Balance, Work Satisfaction, Job Security",118,459,7,8,8,--
DY Patil University,3.4,118,Education & Training,Pune +11 other locations,"Promotions, Job Security, Salary",118,706,11,--,8,--
myTectra,3.4,118,Education & Training,Bengaluru +7 other locations,"Company Culture, Salary, Work Life Balance",118,42,--,3,--,--
Infotree Global Solutions,3.5,118,Recruitment,Jammu +10 other locations,"Promotions, Company Culture, Work Satisfaction",118,417,8,--,6,--
Sarens Heavy Lift India,3.7,118,Industrial Machinery,New Delhi +12 other locations,Promotions,118,473,2,--,7,--
Vasu Chemicals,3.9,118,Waste Management,Mumbai +33 other locations,"Job Security, Company Culture, Work Life Balance",118,433,14,--,9,--
Vijay Raja Homes,4.3,117,Real Estate,Chennai,"Work Life Balance, Salary, Company Culture",117,478,7,9,27,--
Sher-I-Kashmir Institute of Medical Sciences,4.2,117,Healthcare,Srinagar +5 other locations,"Skill Development, Job Security, Salary",117,267,4,--,2,--
PaywithRING,4.2,117,FinTech,Mumbai +22 other locations,"Company Culture, Work Life Balance, Work Satisfaction",117,324,18,2,1,9
GOURMET INVESTMENTS,4.0,117,Hospitality,Mumbai +10 other locations,"Salary, Skill Development",117,296,25,4,4,--
Shiv Enterprises,3.8,117,Recruitment,New Delhi +44 other locations,,117,663,5,7,4,--
IND-SPHINX PRECISION,4.1,117,Industrial Machinery,Solan +5 other locations,"Company Culture, Work Life Balance, Job Security",117,394,6,--,13,--
Vaibhav Plasto Printing & Packaging,4.1,117,Packaging,Nagpur +1 other locations,"Skill Development, Work Satisfaction, Salary",117,433,13,3,4,6
MPOnline,3.1,117,IT Services & Consulting,Bhopal +14 other locations,"Promotions, Salary, Company Culture",117,466,6,--,13,--
Biomerieux,3.2,117,Biotechnology,New Delhi +16 other locations,"Promotions, Work Satisfaction, Salary",117,411,8,1,11,--
NDTV Network,3.4,117,Broadcasting,New Delhi +8 other locations,"Job Security, Company Culture, Promotions",117,638,4,--,21,1
Mersen,3.6,117,Industrial Machinery,Bengaluru +7 other locations,"Promotions, Salary, Work Satisfaction",117,564,6,1,8,--
Oswal Industries,3.4,117,Financial Services,Ahmedabad +9 other locations,"Promotions, Work Satisfaction, Job Security",117,469,5,2,9,--
Windals Precision,3.5,117,Auto Components,Pune +5 other locations,"Promotions, Salary, Company Culture",117,519,5,1,8,--
National Dairy Development Board,3.9,117,Food Processing,Anand +24 other locations,"Work Life Balance, Job Security, Skill Development",117,445,3,--,11,--
Pena4 Tech Solutions,4.1,117,IT Services & Consulting,Visakhapatnam +1 other locations,"Work Life Balance, Work Satisfaction, Salary",117,579,8,3,15,--
Ediglobe,3.7,117,EdTech,Bengaluru +6 other locations,,117,92,17,--,6,9
Galaxy Toyota,3.3,117,Automobile,New Delhi +2 other locations,"Promotions, Work Life Balance, Work Satisfaction",117,429,6,--,6,--
Serentica Renewables,4.3,117,Power,Gurugram +18 other locations,"Salary, Company Culture, Work Life Balance",117,489,9,--,1,--
Syscom Corporation,4.6,117,IT Services & Consulting,Noida +5 other locations,"Company Culture, Job Security, Promotions",117,381,4,--,23,--
SunSource Energy,4.4,117,Power,Noida +14 other locations,"Company Culture, Work Life Balance, Salary",117,540,6,--,12,11
Seeh Al Sarya Engineering,3.7,117,Oil & Gas,Muscat +10 other locations,"Job Security, Work Satisfaction",117,417,1,--,5,1
GOOD,4.4,117,Marketing & Advertising,Bengaluru +30 other locations,"Work Life Balance, Work Satisfaction, Skill Development",117,247,73,--,12,--
Sterling E-Mobility Solutions,3.6,117,Auto Components,Faridabad +5 other locations,"Job Security, Promotions",117,429,11,7,7,3
Vijay Raja Homes,4.3,117,Real Estate,Chennai,"Work Life Balance, Salary, Company Culture",117,478,7,9,27,--
Railrestro.com,4.4,117,Internet,Patna +2 other locations,"Skill Development, Company Culture, Work Satisfaction",117,60,8,--,30,--
PaywithRING,4.2,117,FinTech,Mumbai +22 other locations,"Company Culture, Work Life Balance, Work Satisfaction",117,324,18,2,1,9
Sher-I-Kashmir Institute of Medical Sciences,4.2,117,Healthcare,Srinagar +5 other locations,"Skill Development, Job Security, Salary",117,267,4,--,2,--
Shiv Enterprises,3.8,117,Recruitment,New Delhi +44 other locations,,117,663,5,7,4,--
GOURMET INVESTMENTS,4.0,117,Hospitality,Mumbai +10 other locations,"Salary, Skill Development",117,296,25,4,4,--
Go-Jek,3.7,117,Financial Services,Bengaluru +6 other locations,"Work Life Balance, Salary",117,1.2k,31,3,8,--
Stallion Laboratories,3.2,117,Pharma,Ahmedabad +6 other locations,"Company Culture, Work Satisfaction, Job Security",117,670,5,--,7,1
T.R. Sawhney Motors,3.8,117,Automobile,New Delhi +18 other locations,"Salary, Company Culture, Work Life Balance",117,362,--,1,11,--
JK Organisation,3.9,117,Auto Components,New Delhi +31 other locations,"Work Life Balance, Job Security, Salary",117,599,7,--,2,--
Adaequare,3.5,117,IT Services & Consulting,Hyderabad +3 other locations,"Promotions, Job Security, Company Culture",117,791,9,13,30,--
RED CHIEF,3.9,117,Retail,Kanpur +42 other locations,"Skill Development, Work Satisfaction, Company Culture",117,293,6,--,14,--
Veena world,3.9,117,Travel & Tourism,Mumbai +10 other locations,"Work Life Balance, Company Culture, Job Security",117,474,1,81,16,--
ABK Imports,4.1,117,Import & Export,Pune +6 other locations,"Company Culture, Skill Development, Work Satisfaction",117,407,8,--,5,14
Serentica Renewables,4.3,117,Power,Gurugram +18 other locations,"Salary, Company Culture, Work Life Balance",117,489,9,--,1,--
JK Organisation,3.9,117,Auto Components,New Delhi +31 other locations,"Work Life Balance, Job Security, Salary",117,599,7,--,2,--
Palsons Derma,3.1,117,Fitness & Wellness,Kolkata +19 other locations,"Promotions, Salary, Work Life Balance",117,333,12,1,10,--
Stallion Laboratories,3.2,117,Pharma,Ahmedabad +6 other locations,"Company Culture, Work Satisfaction, Job Security",117,670,5,--,7,1
Adaequare,3.5,117,IT Services & Consulting,Hyderabad +3 other locations,"Promotions, Job Security, Company Culture",117,791,9,13,30,--
Pickyourtrail,3.1,117,Travel & Tourism,Chennai +7 other locations,"Promotions, Job Security, Work Life Balance",117,581,24,6,1,6
RED CHIEF,3.9,117,Retail,Kanpur +42 other locations,"Skill Development, Work Satisfaction, Company Culture",117,293,6,--,14,--
Veena world,3.9,117,Travel & Tourism,Mumbai +10 other locations,"Work Life Balance, Company Culture, Job Security",117,474,1,81,16,--
ABK Imports,4.1,117,Import & Export,Pune +6 other locations,"Company Culture, Skill Development, Work Satisfaction",117,407,8,--,5,14
Seven Seas Hotel,2.9,117,Hospitality,New Delhi +4 other locations,"Salary, Job Security, Promotions",117,384,5,--,6,--
Migsun Group,3.2,117,Real Estate,Ghaziabad +7 other locations,"Job Security, Promotions, Company Culture",117,584,7,--,4,--
Lahori Zeera,3.9,117,Beverage,Chandigarh +45 other locations,"Salary, Work Life Balance",117,273,6,--,1,--
Faze Three,3.5,117,Fashion & Textile,Dadra & Nagar Haveli +11 other locations,"Job Security, Promotions, Company Culture",117,641,11,9,10,--
TRACKS AND TOWERS INFRATECH,4.0,117,Engineering & Construction,Hyderabad +23 other locations,Salary,117,499,8,20,11,--
SCOPE T&M,3.5,117,Import & Export,Pune +11 other locations,Job Security,117,532,14,4,14,--
Chemco Plastic Industries Private Limited,4.5,117,Petrochemicals,Mumbai +8 other locations,"Work Life Balance, Salary, Company Culture",117,502,6,6,15,--
Markem Imaje,3.7,117,Industrial Automation,Bhiwadi +21 other locations,Work Life Balance,117,534,10,31,8,--
